_id,age_certification,description,genres[0],genres[1],genres[2],genres[3],genres[4],genres[5],genres[6],genres[7],genres[8],id,production_countries[0],production_countries[1],production_countries[2],production_countries[3],production_countries[4],production_countries[5],production_countries[6],release_year,runtime,title,type,imdb_score,imdbScore,ageCertification,productionCountries[0],productionCountries[1],releaseYear,__v
66f562d6595d90b3b3fee99c,R,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",comedy,crime,action,,,,,,,tm441050,US,GB,,,,,,2019,113,The Gentlemen,MOVIE,7.8,,,,,,
66f562d6595d90b3b3fee99d,TV-MA,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",drama,romance,,,,,,,,ts216679,US,,,,,,,2020,62,Bridgerton,SHOW,7.3,,,,,,
66f562d6595d90b3b3fee99e,TV-MA,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",animation,scifi,action,fantasy,thriller,horror,,,,ts87466,JP,,,,,,,2019,25,Demon Slayer: Kimetsu no Yaiba,SHOW,8.7,,,,,,
66f562d6595d90b3b3fee99f,TV-MA,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,drama,comedy,,,,,,,,ts82915,GB,,,,,,,2019,52,Sex Education,SHOW,8.3,,,,,,
66f562d6595d90b3b3fee9a0,TV-MA,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",comedy,drama,,,,,,,,ts81007,GB,,,,,,,2019,28,After Life,SHOW,8.5,,,,,,
66f562d6595d90b3b3fee9a1,TV-MA,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",scifi,thriller,fantasy,horror,animation,action,drama,comedy,,ts88361,US,,,,,,,2019,13,"Love, Death & Robots",SHOW,8.4,,,,,,
66f562d6595d90b3b3fee9a2,TV-14,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",comedy,drama,fantasy,scifi,action,,,,,ts76645,US,,,,,,,2019,52,The Umbrella Academy,SHOW,8,,,,,,
66f562d6595d90b3b3fee9a3,TV-MA,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",scifi,action,drama,fantasy,horror,,,,,ts57327,US,,,,,,,2019,58,The Witcher,SHOW,8.2,,,,,,
66f562d6595d90b3b3fee9a4,R,Two couples rent a vacation home for what should be a celebratory weekend get-away.,thriller,drama,horror,,,,,,,tm681578,US,,,,,,,2020,88,The Rental,MOVIE,5.7,,,,,,
66f562d6595d90b3b3fee9a5,R,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",drama,thriller,comedy,crime,,,,,,tm366227,US,,,,,,,2019,130,Uncut Gems,MOVIE,7.4,,,,,,
66f562d6595d90b3b3fee9a6,TV-MA,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,comedy,,,,,,,,,ts87453,US,,,,,,,2020,30,Space Force,SHOW,6.7,,,,,,
66f562d6595d90b3b3fee9a7,TV-MA,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",documentation,sport,,,,,,,,ts88613,GB,,,,,,,2019,38,Formula 1: Drive to Survive,SHOW,8.6,,,,,,
66f562d6595d90b3b3fee9a8,,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",romance,drama,european,,,,,,,tm832345,PL,,,,,,,2020,114,365 Days,MOVIE,3.3,,,,,,
66f562d6595d90b3b3fee9a9,TV-MA,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",drama,sport,,,,,,,,ts89259,US,,,,,,,2020,56,The Queen's Gambit,SHOW,8.6,,,,,,
66f562d6595d90b3b3fee9aa,TV-MA,The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.,reality,,,,,,,,,ts89339,US,,,,,,,2019,35,Selling Sunset,SHOW,6.5,,,,,,
66f562d6595d90b3b3fee9ab,TV-MA,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,drama,crime,comedy,,,,,,,ts82914,US,,,,,,,2019,31,Dead to Me,SHOW,8,,,,,,
66f562d6595d90b3b3fee9ac,TV-MA,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,comedy,,,,,,,,,ts90234,US,,,,,,,2019,16,I Think You Should Leave with Tim Robinson,SHOW,7.9,,,,,,
66f562d6595d90b3b3fee9ad,TV-MA,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",documentation,history,sport,,,,,,,ts81120,US,,,,,,,2020,50,The Last Dance,SHOW,9.1,,,,,,
66f562d6595d90b3b3fee9ae,TV-MA,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,crime,thriller,drama,,,,,,,ts224901,GB,,,,,,,2020,45,The Stranger,SHOW,7.3,,,,,,
66f562d6595d90b3b3fee9af,TV-MA,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",drama,comedy,romance,,,,,,,ts84146,US,,,,,,,2020,29,Emily in Paris,SHOW,6.9,,,,,,
66f562d6595d90b3b3fee9b0,TV-MA,"A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.",drama,crime,,,,,,,,ts221904,US,,,,,,,2019,48,Unbelievable,SHOW,8.4,,,,,,
66f562d6595d90b3b3fee9b1,TV-14,"Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.",scifi,action,drama,fantasy,animation,,,,,ts82361,JP,,,,,,,2019,24,ULTRAMAN,SHOW,6.8,,,,,,
66f562d6595d90b3b3fee9b2,TV-PG,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,action,family,scifi,animation,,,,,,ts254656,US,,,,,,,2020,24,Jurassic World: Camp Cretaceous,SHOW,7.5,,,,,,
66f562d6595d90b3b3fee9b3,TV-14,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",drama,romance,,,,,,,,ts89840,US,,,,,,,2019,44,Virgin River,SHOW,7.4,,,,,,
66f562d6595d90b3b3fee9b4,TV-MA,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",action,drama,romance,thriller,crime,,,,,ts235655,US,,,,,,,2020,49,Outer Banks,SHOW,7.5,,,,,,
66f562d6595d90b3b3fee9b5,TV-14,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",scifi,thriller,drama,fantasy,horror,,,,,ts87953,US,,,,,,,2020,48,Locke & Key,SHOW,7.4,,,,,,
66f562d6595d90b3b3fee9b6,R,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",thriller,western,action,,,,,,,tm414584,US,CN,,,,,,2019,101,Rambo: Last Blood,MOVIE,6.1,,,,,,
66f562d6595d90b3b3fee9b7,TV-MA,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",reality,,,,,,,,,ts223986,US,,,,,,,2020,52,The Circle,SHOW,7.3,,,,,,
66f562d6595d90b3b3fee9b8,R,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",scifi,thriller,drama,,,,,,,tm427335,US,CA,,,,,,2019,105,Freaks,MOVIE,6.7,,,,,,
66f562d6595d90b3b3fee9b9,R,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",drama,history,romance,war,,,,,,tm417392,AU,US,,,,,,2019,140,The King,MOVIE,7.3,,,,,,
66f562d6595d90b3b3fee9ba,TV-PG,"Each season of this horror anthology series follows a different group of kids, members of the Midnight Society, as they discover terrifying curses and creatures.",thriller,horror,family,drama,fantasy,,,,,ts252505,US,,,,,,,2019,44,Are You Afraid of the Dark?,SHOW,7.1,,,,,,
66f562d6595d90b3b3fee9bb,R,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,thriller,fantasy,drama,,,,,,,tm369594,US,,,,,,,2020,134,I'm Thinking of Ending Things,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fee9bc,TV-14,"Murphy is a flawed and irreverent woman who just happens to be blind and is the only “witness” to the murder of her drug-dealing friend, Tyson. When the police dismiss her story, she sets out with her dog, Pretzel, to find the killer while also managing her colorful dating life and the job she hates at Breaking Blind — the guide-dog school owned by her overprotective parents.",comedy,drama,crime,horror,action,,,,,ts87248,US,,,,,,,2019,41,In the Dark,SHOW,7.7,,,,,,
66f562d6595d90b3b3fee9bd,TV-MA,Follow recently graduated police officer Kurt Wallander as he investigates his first case.,crime,drama,thriller,,,,,,,ts103702,GB,,,,,,,2020,45,Young Wallander,SHOW,6.8,,,,,,
66f562d6595d90b3b3fee9be,R,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",drama,thriller,crime,horror,,,,,,tm368699,US,,,,,,,2020,138,The Devil All the Time,MOVIE,7.1,,,,,,
66f562d6595d90b3b3fee9bf,TV-MA,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,comedy,animation,,,,,,,,ts80962,US,,,,,,,2019,24,Tuca & Bertie,SHOW,7.3,,,,,,
66f562d6595d90b3b3fee9c0,,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",documentation,,,,,,,,,tm863808,ZA,GB,,,,,,2020,84,My Octopus Teacher,MOVIE,8.1,,,,,,
66f562d6595d90b3b3fee9c1,R,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",drama,crime,history,thriller,,,,,,tm244149,US,,,,,,,2019,209,The Irishman,MOVIE,7.8,,,,,,
66f562d6595d90b3b3fee9c2,R,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",horror,scifi,thriller,drama,,,,,,tm827638,US,,,,,,,2019,102,Synchronic,MOVIE,6.2,,,,,,
66f562d6595d90b3b3fee9c3,R,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",drama,,,,,,,,,tm849022,US,,,,,,,2020,116,Hillbilly Elegy,MOVIE,6.7,,,,,,
66f562d6595d90b3b3fee9c4,TV-MA,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of her life. Life is further complicated by a new and all-consuming relationship with her new girlfriend George.,drama,comedy,romance,,,,,,,ts225651,GB,,,,,,,2020,25,Feel Good,SHOW,7.5,,,,,,
66f562d6595d90b3b3fee9c5,TV-MA,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",drama,,,,,,,,,ts221016,GB,,,,,,,2019,44,Top Boy,SHOW,,,,,,,
66f562d6595d90b3b3fee9c6,R,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",action,drama,crime,thriller,,,,,,tm431321,US,,,,,,,2019,99,21 Bridges,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fee9c7,TV-MA,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",reality,romance,,,,,,,,ts304505,US,,,,,,,2020,54,Love Is Blind,SHOW,6.1,,,,,,
66f562d6595d90b3b3fee9c8,R,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",drama,romance,comedy,,,,,,,tm403709,GB,,,,,,,2019,136,Marriage Story,MOVIE,7.9,,,,,,
66f562d6595d90b3b3fee9c9,R,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,drama,history,thriller,,,,,,,tm840196,US,,,,,,,2020,130,The Trial of the Chicago 7,MOVIE,7.7,,,,,,
66f562d6595d90b3b3fee9ca,TV-MA,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",scifi,drama,thriller,,,,,,,ts287836,BE,,,,,,,2020,36,Into the Night,SHOW,7.1,,,,,,
66f562d6595d90b3b3fee9cb,TV-MA,"Within the walls of an interrogation room, London investigators question suspects accused of grievous crimes until the truth comes to light.",drama,thriller,crime,,,,,,,ts284800,GB,,,,,,,2019,44,Criminal: UK,SHOW,7.6,,,,,,
66f562d6595d90b3b3fee9cc,TV-14,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",drama,comedy,,,,,,,,ts235758,US,,,,,,,2020,28,Never Have I Ever,SHOW,7.8,,,,,,
66f562d6595d90b3b3fee9cd,TV-14,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…",scifi,comedy,fantasy,animation,action,,,,,ts224303,CN,,,,,,,2020,19,The Daily Life of the Immortal King,SHOW,7.2,,,,,,
66f562d6595d90b3b3fee9ce,R,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",thriller,drama,crime,action,,,,,,tm827648,US,,,,,,,2019,123,El Camino: A Breaking Bad Movie,MOVIE,7.3,,,,,,
66f562d6595d90b3b3fee9cf,PG-13,"Two small-town aspiring musicians chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",comedy,music,,,,,,,,tm849004,US,,,,,,,2020,123,Eurovision Song Contest: The Story of Fire Saga,MOVIE,6.5,,,,,,
66f562d6595d90b3b3fee9d0,TV-MA,"Im Jin Hee is a gung ho reporter, out to do the ring thing. She covers a violent case involving Forest, the biggest IT company in South Korea. The chairman of Forest is Jin Jong Hyun. He relies heavily on shamanism. During her investigation, Im Jin Hee learns of a spiritual consulting company that is affiliated with Forest. The head of that affiliate company is Jin Kyung. While trying to reveal the secret behind Forest, Im Jin Hee meets So Jin. She is possessed by a spirit and she has a special ability.",scifi,drama,fantasy,thriller,,,,,,ts242210,KR,,,,,,,2020,62,The Cursed,SHOW,7.1,,,,,,
66f562d6595d90b3b3fee9d1,TV-PG,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",reality,,,,,,,,,ts252758,US,,,,,,,2020,42,Get Organized with The Home Edit,SHOW,5.3,,,,,,
66f562d6595d90b3b3fee9d2,,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",thriller,scifi,drama,crime,horror,,,,,tm453862,KR,,,,,,,2020,112,The Call,MOVIE,7.1,,,,,,
66f562d6595d90b3b3fee9d3,TV-14,"Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.",drama,romance,,,,,,,,ts237107,US,,,,,,,2020,50,Sweet Magnolias,SHOW,7.3,,,,,,
66f562d6595d90b3b3fee9d4,R,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",thriller,crime,scifi,,,,,,,tm448792,US,CA,,,,,,2019,115,In the Shadow of the Moon,MOVIE,6.2,,,,,,
66f562d6595d90b3b3fee9d5,TV-MA,A group of bored delinquents are transported to a parallel dimension as part of a survival game.,action,drama,scifi,thriller,fantasy,,,,,ts219660,JP,,,,,,,2020,47,Alice in Borderland,SHOW,7.6,,,,,,
66f562d6595d90b3b3fee9d6,TV-G,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,scifi,drama,,,,,,,,ts95997,US,,,,,,,2019,43,Raising Dion,SHOW,7.1,,,,,,
66f562d6595d90b3b3fee9d7,PG,A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.,romance,drama,war,,,,,,,tm943790,GB,,,,,,,2020,100,Summerland,MOVIE,7,,,,,,
66f562d6595d90b3b3fee9d8,TV-MA,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",action,thriller,drama,scifi,horror,history,,,,ts55762,KR,,,,,,,2019,48,Kingdom,SHOW,8.3,,,,,,
66f562d6595d90b3b3fee9d9,PG-13,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",drama,documentation,,,,,,,,tm847085,US,,,,,,,2020,94,The Social Dilemma,MOVIE,7.6,,,,,,
66f562d6595d90b3b3fee9da,TV-MA,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",scifi,action,drama,horror,thriller,,,,,ts89564,US,,,,,,,2019,39,Black Summer,SHOW,6.5,,,,,,
66f562d6595d90b3b3fee9db,,"Fantastic Fungi is a descriptive time-lapse journey about the magical, mysterious and medicinal world of fungi and their power to heal, sustain and contribute to the regeneration of life on Earth that began 3.5 billion years ago.",documentation,,,,,,,,,tm502532,US,,,,,,,2019,81,Fantastic Fungi,MOVIE,7.4,,,,,,
66f562d6595d90b3b3fee9dc,TV-MA,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage — a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.\n\nHowever, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",scifi,action,thriller,drama,fantasy,horror,animation,,,ts84633,JP,,,,,,,2019,23,The Promised Neverland,SHOW,8.4,,,,,,
66f562d6595d90b3b3fee9dd,TV-MA,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",action,drama,fantasy,horror,thriller,,,,,ts88379,GB,,,,,,,2020,88,Dracula,SHOW,6.8,,,,,,
66f562d6595d90b3b3fee9de,R,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,comedy,drama,,,,,,,,tm821789,US,,,,,,,2020,131,Mank,MOVIE,6.8,,,,,,
66f562d6595d90b3b3fee9df,R,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",action,thriller,comedy,,,,,,,tm417553,US,,,,,,,2019,127,6 Underground,MOVIE,6.1,,,,,,
66f562d6595d90b3b3fee9e0,R,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,comedy,crime,drama,thriller,,,,,,tm834851,US,GB,,,,,,2020,118,I Care a Lot,MOVIE,6.3,,,,,,
66f562d6595d90b3b3fee9e1,,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",drama,thriller,horror,,,,,,,tm845489,GB,,,,,,,2020,93,His House,MOVIE,6.5,,,,,,
66f562d6595d90b3b3fee9e2,TV-PG,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.",scifi,drama,animation,fantasy,family,horror,action,,,ts57213,GB,US,,,,,,2019,51,The Dark Crystal: Age of Resistance,SHOW,8.4,,,,,,
66f562d6595d90b3b3fee9e3,TV-MA,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,drama,history,crime,,,,,,,ts82913,US,,,,,,,2019,74,When They See Us,SHOW,8.9,,,,,,
66f562d6595d90b3b3fee9e4,TV-PG,"In the town of Cocomelon, baby JJ and his siblings go on fun every-day adventures with nursery, play, exploration, and learning - situations that any preschooler could relate to. Fun, relatable stories set to toe-tapping songs.",animation,comedy,family,,,,,,,ts241248,US,GB,,,,,,2019,8,Cocomelon,SHOW,4.9,,,,,,
66f562d6595d90b3b3fee9e5,TV-MA,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",scifi,thriller,drama,,,,,,,ts80709,US,,,,,,,2019,42,Another Life,SHOW,5.2,,,,,,
66f562d6595d90b3b3fee9e6,,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",drama,,,,,,,,,ts222439,KR,,,,,,,2019,86,Crash Landing on You,SHOW,,,,,,,
66f562d6595d90b3b3fee9e7,TV-MA,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",drama,comedy,scifi,,,,,,,ts83082,US,,,,,,,2019,26,Living with Yourself,SHOW,7.2,,,,,,
66f562d6595d90b3b3fee9e8,,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,horror,scifi,thriller,european,,,,,,tm824398,ES,,,,,,,2019,94,The Platform,MOVIE,7,,,,,,
66f562d6595d90b3b3fee9e9,TV-PG,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",history,documentation,family,,,,,,,ts218569,US,,,,,,,2019,47,The Movies That Made Us,SHOW,7.6,,,,,,
66f562d6595d90b3b3fee9ea,TV-MA,"A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.",thriller,crime,drama,,,,,,,ts113842,GB,,,,,,,2019,58,Giri/Haji,SHOW,7.8,,,,,,
66f562d6595d90b3b3fee9eb,TV-MA,A group of online justice seekers track down a guy who posted a video of him killing kittens.,crime,documentation,,,,,,,,ts223210,US,GB,,,,,,2019,62,Don't F**k with Cats: Hunting an Internet Killer,SHOW,8,,,,,,
66f562d6595d90b3b3fee9ec,,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",drama,war,history,documentation,european,,,,,tm818266,LT,NL,BE,,,,,2020,124,The Forgotten Battle,MOVIE,7.1,,,,,,
66f562d6595d90b3b3fee9ed,PG-13,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",romance,comedy,,,,,,,,tm460948,US,,,,,,,2019,101,Always Be My Maybe,MOVIE,6.8,,,,,,
66f562d6595d90b3b3fee9ee,PG-13,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",crime,drama,action,,,,,,,tm911973,US,,,,,,,2020,123,Enola Holmes,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fee9ef,PG-13,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",horror,thriller,,,,,,,,tm362198,CA,CN,US,,,,,2019,108,Scary Stories to Tell in the Dark,MOVIE,6.2,,,,,,
66f562d6595d90b3b3fee9f0,TV-MA,Police profiler Arnar is sent back home from Oslo to his native Iceland to investigate the country's first serial killer case. He teams up with the local senior cop Kata.,thriller,crime,drama,scifi,,,,,,ts105825,IS,,,,,,,2019,46,The Valhalla Murders,SHOW,7.1,,,,,,
66f562d6595d90b3b3fee9f1,R,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",thriller,action,crime,drama,,,,,,tm244207,US,,,,,,,2019,125,Triple Frontier,MOVIE,6.4,,,,,,
66f562d6595d90b3b3fee9f2,PG-13,"A woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",thriller,drama,scifi,,,,,,,tm372066,US,,,,,,,2019,102,Fast Color,MOVIE,6,,,,,,
66f562d6595d90b3b3fee9f3,PG-13,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.",drama,scifi,thriller,fantasy,,,,,,tm832916,US,,,,,,,2020,118,The Midnight Sky,MOVIE,5.6,,,,,,
66f562d6595d90b3b3fee9f4,R,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,thriller,crime,drama,war,romance,,,,,tm239927,GB,US,,,,,,2019,112,Official Secrets,MOVIE,7.3,,,,,,
66f562d6595d90b3b3fee9f5,TV-MA,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",western,crime,thriller,drama,,,,,,ts90448,US,,,,,,,2019,199,The Hateful Eight: Extended Version,SHOW,,,,,,,
66f562d6595d90b3b3fee9f6,TV-MA,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",action,drama,history,,,,,,,ts246072,DE,,,,,,,2020,47,Barbarians,SHOW,7.2,,,,,,
66f562d6595d90b3b3fee9f7,PG-13,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",scifi,thriller,horror,drama,,,,,,tm428856,AU,,,,,,,2019,113,I Am Mother,MOVIE,6.7,,,,,,
66f562d6595d90b3b3fee9f8,TV-MA,"When a novelist realizes her terrifying stories are coming true, she returns to her hometown to face the demons from her past that inspire her writing.",thriller,drama,horror,,,,,,,ts219101,FR,,,,,,,2019,49,Marianne,SHOW,7.4,,,,,,
